"Site","Day","Month","Year","SurveyDate","Transect","Classcode","Amount","Distance","Latitude","Longitude","Depth_ft","Temp10m","Visibility"
"Carmel River",13,10,2012,"13-Oct-12",5,"bat star",50,10,36.53908,-121.935,46.5,13,7
"Carmel River",13,10,2012,"13-Oct-12",6,"bat star",21,30,36.53908,-121.935,46.5,13,5
"Casino Point",16,6,2012,"16-Jun-12",1,"bat star",0,30,33.34917,-118.325,42,17,6.2
"Casino Point",16,6,2012,"16-Jun-12",2,"bat star",0,30,33.34917,-118.325,50,17,9
"Casino Point",16,6,2012,"16-Jun-12",3,"bat star",0,30,33.34917,-118.325,50,17,6.2
"Casino Point",16,6,2012,"16-Jun-12",4,"bat star",0,30,33.34917,-118.325,30,17,5
"Casino Point",16,6,2012,"16-Jun-12",5,"bat star",0,30,33.34917,-118.325,32.5,17,5
"Casino Point",16,6,2012,"16-Jun-12",6,"bat star",0,30,33.34917,-118.325,31,17,6.4
"Casino Point",27,10,2012,"27-Oct-12",1,"bat star",0,30,33.34917,-118.325,40.5,17,10
"Casino Point",27,10,2012,"27-Oct-12",2,"bat star",0,30,33.34917,-118.325,48.5,17,9
"Casino Point",27,10,2012,"27-Oct-12",3,"bat star",0,30,33.34917,-118.325,46,17,13.1
"Casino Point",27,10,2012,"27-Oct-12",4,"bat star",0,30,33.34917,-118.325,26,17,10
"Casino Point",27,10,2012,"27-Oct-12",5,"bat star",0,30,33.34917,-118.325,31,17,15
"Casino Point",27,10,2012,"27-Oct-12",6,"bat star",0,30,33.34917,-118.325,21.5,17,13
"Cathedral Cove",20,5,2012,"20-May-12",1,"bat star",1,30,34.0165,-119.368,30,14,5
"Cathedral Cove",20,5,2012,"20-May-12",2,"bat star",1,30,34.0165,-119.368,24.5,14,5.3
"Cathedral Cove",20,5,2012,"20-May-12",3,"bat star",0,30,34.0165,-119.368,18,14,5.3
"Cathedral Cove",20,5,2012,"20-May-12",4,"bat star",0,30,34.0165,-119.368,18.5,14,5.3
"Cathedral Cove",20,5,2012,"20-May-12",5,"bat star",0,30,34.0165,-119.368,21,14,5.3
"Cathedral Cove",20,5,2012,"20-May-12",6,"bat star",0,30,34.0165,-119.368,19,14,5.3
"Cathedral Wall",20,5,2012,"20-May-12",1,"bat star",0,30,34.01575,-119.371,26,15,5.2
"Cathedral Wall",20,5,2012,"20-May-12",2,"bat star",0,30,34.01575,-119.371,15,15,5
"Cathedral Wall",20,5,2012,"20-May-12",3,"bat star",0,30,34.01575,-119.371,17.5,15,5
"Cathedral Wall",20,5,2012,"20-May-12",4,"bat star",0,30,34.01575,-119.371,23.5,15,5.5
"Cathedral Wall",20,5,2012,"20-May-12",5,"bat star",0,30,34.01575,-119.371,20,15,4.9
"Cathedral Wall",20,5,2012,"20-May-12",6,"bat star",0,30,34.01575,-119.371,14.5,15,6
"Christmas Tree Cove",9,6,2012,"9-Jun-12",1,"bat star",25,30,33.7604,-118.421,46,15,3
"Christmas Tree Cove",9,6,2012,"9-Jun-12",2,"bat star",50,14,33.7604,-118.421,43,15,2.7
"Christmas Tree Cove",9,6,2012,"9-Jun-12",3,"bat star",68,15,33.7604,-118.421,34.5,15,4
"Christmas Tree Cove",9,6,2012,"9-Jun-12",4,"bat star",NA,NA,33.7604,-118.421,NA,15,NA
"Christmas Tree Cove",9,6,2012,"9-Jun-12",5,"bat star",26,30,33.7604,-118.421,29,15,3.2
"Christmas Tree Cove",9,6,2012,"9-Jun-12",6,"bat star",61,17,33.7604,-118.421,31,15,4
"Coral St Lucus Pt",12,10,2012,"12-Oct-12",1,"bat star",50,21,36.63777,-121.923,23.5,14,8
"Coral St Lucus Pt",12,10,2012,"12-Oct-12",2,"bat star",26,30,36.63777,-121.923,25.5,14,4.5
"Coral St Lucus Pt",12,10,2012,"12-Oct-12",3,"bat star",50,29,36.63777,-121.923,24.5,14,4.5
"Coral St Lucus Pt",12,10,2012,"12-Oct-12",4,"bat star",45,30,36.63777,-121.923,19,14,6
"Coral St Lucus Pt",12,10,2012,"12-Oct-12",5,"bat star",36,30,36.63777,-121.923,18,14,6
"Coral St Lucus Pt",12,10,2012,"12-Oct-12",6,"bat star",50,16,36.63777,-121.923,19.5,14,6.5
"Coral St Lucus Pt",28,6,2012,"28-Jun-12",1,"bat star",50,21,36.63777,-121.923,22,12,7
"Coral St Lucus Pt",28,6,2012,"28-Jun-12",2,"bat star",50,17,36.63777,-121.923,28.5,12,7
"Coral St Lucus Pt",28,6,2012,"28-Jun-12",3,"bat star",50,19,36.63777,-121.923,26.5,12,4
"Coral St Lucus Pt",28,6,2012,"28-Jun-12",4,"bat star",50,11,36.63777,-121.923,18,12,8
"Coral St Lucus Pt",28,6,2012,"28-Jun-12",5,"bat star",50,20,36.63777,-121.923,18.5,12,5
"Coral St Lucus Pt",28,6,2012,"28-Jun-12",6,"bat star",50,15,36.63777,-121.923,21,12,5
"Crystal Cove",6,10,2012,"6-Oct-12",1,"bat star",0,30,33.57135,-117.841,23,18,3.9
"Crystal Cove",6,10,2012,"6-Oct-12",2,"bat star",0,30,33.57135,-117.841,19.5,18,3.9
"Crystal Cove",6,10,2012,"6-Oct-12",3,"bat star",0,30,33.57135,-117.841,19.5,18,3.9
"Crystal Cove",6,10,2012,"6-Oct-12",4,"bat star",0,30,33.57135,-117.841,32,18,4.5
"Crystal Cove",6,10,2012,"6-Oct-12",5,"bat star",0,30,33.57135,-117.841,32,18,3
"Crystal Cove",6,10,2012,"6-Oct-12",6,"bat star",0,30,33.57135,-117.841,33.5,18,4.5
"Cueva Valdez",14,8,2012,"14-Aug-12",1,"bat star",50,14,34.055,-119.81,38,17,6.3
"Cueva Valdez",14,8,2012,"14-Aug-12",2,"bat star",62,15,34.055,-119.81,33,17,6.5
"Cueva Valdez",14,8,2012,"14-Aug-12",3,"bat star",50,10,34.055,-119.81,35.5,17,6.5
"Cueva Valdez",14,8,2012,"14-Aug-12",4,"bat star",50,22,34.055,-119.81,29.5,17,6.5
"Cueva Valdez",14,8,2012,"14-Aug-12",5,"bat star",34,30,34.055,-119.81,34.5,17,6.5
"Cueva Valdez",14,8,2012,"14-Aug-12",6,"bat star",50,19,34.055,-119.81,17.5,17,6.5
"Divers Cove",5,8,2012,"5-Aug-12",1,"bat star",0,30,33.54317,-117.797,23.5,16,8.8
"Divers Cove",5,8,2012,"5-Aug-12",2,"bat star",0,30,33.54317,-117.797,23,16,6
"Divers Cove",5,8,2012,"5-Aug-12",3,"bat star",0,30,33.54317,-117.797,10,16,6
"Divers Cove",5,8,2012,"5-Aug-12",4,"bat star",0,30,33.54317,-117.797,19,16,8.9
"Divers Cove",5,8,2012,"5-Aug-12",5,"bat star",0,30,33.54317,-117.797,9,16,5.5
"Divers Cove",5,8,2012,"5-Aug-12",6,"bat star",0,30,33.54317,-117.797,12,16,5.5
"East Point",11,10,2012,"11-Oct-12",1,"bat star",0,30,33.94397,-119.965,30.5,17,8.6
"East Point",11,10,2012,"11-Oct-12",2,"bat star",0,30,33.94397,-119.965,33.5,17,8.6
"East Point",11,10,2012,"11-Oct-12",3,"bat star",0,30,33.94397,-119.965,25.5,17,8.6
"East Point",11,10,2012,"11-Oct-12",4,"bat star",6,30,33.94397,-119.965,34,17,11
"East Point",11,10,2012,"11-Oct-12",5,"bat star",0,30,33.94397,-119.965,31.5,17,6
"East Point",11,10,2012,"11-Oct-12",6,"bat star",2,30,33.94397,-119.965,25.5,17,8.6
"Elk Ridge",11,10,2012,"11-Oct-12",1,"bat star",0,30,33.95334,-119.969,25,17,8
"Elk Ridge",11,10,2012,"11-Oct-12",2,"bat star",0,30,33.95334,-119.969,26,17,8
"Elk Ridge",11,10,2012,"11-Oct-12",3,"bat star",0,30,33.95334,-119.969,24.5,17,6.4
"Elk Ridge",11,10,2012,"11-Oct-12",4,"bat star",0,30,33.95334,-119.969,14.5,17,8
"Elk Ridge",11,10,2012,"11-Oct-12",5,"bat star",0,30,33.95334,-119.969,15,17,6.4
"Elk Ridge",11,10,2012,"11-Oct-12",6,"bat star",0,30,33.95334,-119.969,15,17,6.4
"Frys Anchorage",15,8,2012,"15-Aug-12",1,"bat star",50,20,34.05416,-119.756,33.5,17,6
"Frys Anchorage",15,8,2012,"15-Aug-12",2,"bat star",51,30,34.05416,-119.756,31,17,6
"Frys Anchorage",15,8,2012,"15-Aug-12",3,"bat star",50,30,34.05416,-119.756,40.5,17,6
"Frys Anchorage",15,8,2012,"15-Aug-12",4,"bat star",50,7,34.05416,-119.756,34.5,17,4.7
"Frys Anchorage",15,8,2012,"15-Aug-12",5,"bat star",7,30,34.05416,-119.756,24,17,6
"Frys Anchorage",15,8,2012,"15-Aug-12",6,"bat star",49,30,34.05416,-119.756,31,17,6
"Ft Ross",22,9,2012,"22-Sep-12",1,"bat star",52,16,38.5106,-123.245,23.5,10,3
"Ft Ross",22,9,2012,"22-Sep-12",2,"bat star",27,30,38.5106,-123.245,30.5,10,3
"Ft Ross",22,9,2012,"22-Sep-12",3,"bat star",35,30,38.5106,-123.245,35.5,10,3
"Ft Ross",22,9,2012,"22-Sep-12",4,"bat star",88,30,38.5106,-123.245,19,10,4
"Ft Ross",22,9,2012,"22-Sep-12",5,"bat star",55,23,38.5106,-123.245,26,10,4
"Ft Ross",22,9,2012,"22-Sep-12",6,"bat star",48,30,38.5106,-123.245,32,10,4
"Gerstle Cove",5,7,2012,"5-Jul-12",1,"bat star",17,30,38.56646,-123.33,8.5,13,3
"Gerstle Cove",5,7,2012,"5-Jul-12",2,"bat star",50,9,38.56646,-123.33,12,13,3
"Gerstle Cove",5,7,2012,"5-Jul-12",3,"bat star",50,9,38.56646,-123.33,15.5,13,3
"Gerstle Cove",5,7,2012,"5-Jul-12",4,"bat star",50,8,38.56646,-123.33,11,13,3
"Gerstle Cove",5,7,2012,"5-Jul-12",5,"bat star",50,15,38.56646,-123.33,16.5,13,3
"Gerstle Cove",5,7,2012,"5-Jul-12",6,"bat star",50,7,38.56646,-123.33,20.5,13,3
"Gerstle Cove",6,11,2012,"6-Nov-12",1,"bat star",9,30,38.56646,-123.33,13,13,3
"Gerstle Cove",6,11,2012,"6-Nov-12",2,"bat star",50,12,38.56646,-123.33,16,13,3
"Gerstle Cove",6,11,2012,"6-Nov-12",3,"bat star",45,6,38.56646,-123.33,21,13,3
"Gerstle Cove",6,11,2012,"6-Nov-12",4,"bat star",17,30,38.56646,-123.33,12,13,3
"Gerstle Cove",6,11,2012,"6-Nov-12",5,"bat star",37,30,38.56646,-123.33,15,13,3
"Gerstle Cove",6,11,2012,"6-Nov-12",6,"bat star",50,30,38.56646,-123.33,19,13,3
"Goldfish Bowl",24,7,2012,"24-Jul-12",1,"bat star",50,23,34.01473,-119.438,26,16,6.3
"Goldfish Bowl",24,7,2012,"24-Jul-12",2,"bat star",46,30,34.01473,-119.438,29.5,16,6
"Goldfish Bowl",24,7,2012,"24-Jul-12",3,"bat star",10,30,34.01473,-119.438,29,16,9.5
"Goldfish Bowl",24,7,2012,"24-Jul-12",4,"bat star",50,11,34.01473,-119.438,24,16,4
"Goldfish Bowl",24,7,2012,"24-Jul-12",5,"bat star",33,30,34.01473,-119.438,23,16,9
"Goldfish Bowl",24,7,2012,"24-Jul-12",6,"bat star",28,30,34.01473,-119.438,26,16,8.6
"120 Reef",15,6,2013,"15-Jun-13",1,"bat star",15,30,33.73792,-118.392,20.5,16,2.3
"120 Reef",15,6,2013,"15-Jun-13",2,"bat star",16,30,33.73792,-118.392,27.5,16,2.8
"120 Reef",15,6,2013,"15-Jun-13",3,"bat star",12,30,33.73792,-118.392,26.5,16,3
"120 Reef",15,6,2013,"15-Jun-13",4,"bat star",4,30,33.73792,-118.392,18,16,3
"120 Reef",15,6,2013,"15-Jun-13",5,"bat star",22,30,33.73792,-118.392,23,16,2.7
"120 Reef",15,6,2013,"15-Jun-13",6,"bat star",7,30,33.73792,-118.392,24.5,16,3.7
"Abalone Cove",15,6,2013,"15-Jun-13",1,"bat star",10,30,33.73615,-118.376,28.5,14,2.8
"Abalone Cove",15,6,2013,"15-Jun-13",2,"bat star",50,30,33.73615,-118.376,39.5,14,4
"Abalone Cove",15,6,2013,"15-Jun-13",3,"bat star",1,30,33.73615,-118.376,42.5,14,3.2
"Abalone Cove",15,6,2013,"15-Jun-13",4,"bat star",18,30,33.73615,-118.376,35,14,2.7
"Abalone Cove",15,6,2013,"15-Jun-13",5,"bat star",9,30,33.73615,-118.376,43.5,14,2.7
"Abalone Cove",15,6,2013,"15-Jun-13",6,"bat star",16,30,33.73615,-118.376,31,14,3.2
"Aquarium",22,6,2013,"22-Jun-13",1,"bat star",50,25,36.61923,-121.899,43,8,9
"Aquarium",22,6,2013,"22-Jun-13",2,"bat star",47,26,36.61923,-121.899,42.5,8,8
"Aquarium",22,6,2013,"22-Jun-13",3,"bat star",51,12,36.61923,-121.899,36.5,8,7
"Aquarium",22,6,2013,"22-Jun-13",4,"bat star",50,15,36.61923,-121.899,38.5,8,10
"Aquarium",22,6,2013,"22-Jun-13",5,"bat star",25,30,36.61923,-121.899,33,8,6
"Aquarium",22,6,2013,"22-Jun-13",6,"bat star",50,27,36.61923,-121.899,27,8,9
"Big Creek",16,8,2013,"16-Aug-13",1,"bat star",3,30,36.06918,-121.601,42,11,4
"Big Creek",16,8,2013,"16-Aug-13",2,"bat star",39,30,36.06918,-121.601,46,11,4
"Big Creek",16,8,2013,"16-Aug-13",3,"bat star",50,17,36.06918,-121.601,43,11,5
"Big Creek",16,8,2013,"16-Aug-13",4,"bat star",52,9,36.06918,-121.601,28.5,11,4
"Big Creek",16,8,2013,"16-Aug-13",5,"bat star",121,30,36.06918,-121.601,31,11,4
"Big Creek",16,8,2013,"16-Aug-13",6,"bat star",115,30,36.06918,-121.601,34.5,11,4
"Breakwater",6,5,2013,"6-May-13",1,"bat star",NA,NA,36.61045,-121.894,NA,10,NA
"Breakwater",6,5,2013,"6-May-13",2,"bat star",50,20,36.61045,-121.894,32,10,2.5
"Breakwater",6,5,2013,"6-May-13",3,"bat star",53,11,36.61045,-121.894,25.5,10,3
"Breakwater",6,5,2013,"6-May-13",4,"bat star",50,12,36.61045,-121.894,14.5,10,2
"Breakwater",6,5,2013,"6-May-13",5,"bat star",NA,NA,36.61045,-121.894,NA,10,NA
"Breakwater",6,5,2013,"6-May-13",6,"bat star",55,7,36.61045,-121.894,26.5,10,3
"Breakwater",30,8,2013,"30-Aug-13",1,"bat star",50,10,36.61045,-121.894,25,12,3
"Breakwater",30,8,2013,"30-Aug-13",2,"bat star",50,22,36.61045,-121.894,19.5,12,3
"Breakwater",30,8,2013,"30-Aug-13",3,"bat star",50,7,36.61045,-121.894,25.5,12,3
"Breakwater",30,8,2013,"30-Aug-13",4,"bat star",50,12,36.61045,-121.894,19.5,12,3
"Breakwater",30,8,2013,"30-Aug-13",5,"bat star",54,15,36.61045,-121.894,22,12,3.5
"Breakwater",30,8,2013,"30-Aug-13",6,"bat star",50,6,36.61045,-121.894,24.5,12,3
"Broomtail Reef",12,10,2013,"12-Oct-13",1,"bat star",0,30,32.69423,-117.268,35.5,14,9
"Broomtail Reef",12,10,2013,"12-Oct-13",2,"bat star",0,30,32.69423,-117.268,36.5,14,7.6
"Broomtail Reef",12,10,2013,"12-Oct-13",3,"bat star",0,30,32.69423,-117.268,41,14,7
"Broomtail Reef",12,10,2013,"12-Oct-13",4,"bat star",0,30,32.69423,-117.268,34.5,14,7.2
"Broomtail Reef",12,10,2013,"12-Oct-13",5,"bat star",0,30,32.69423,-117.268,34,14,8
"Broomtail Reef",12,10,2013,"12-Oct-13",6,"bat star",0,30,32.69423,-117.268,36.5,14,6.8
"Carmel River",16,9,2013,"16-Sep-13",1,"bat star",31,30,36.53908,-121.935,56.5,9,6.1
"Carmel River",16,9,2013,"16-Sep-13",2,"bat star",50,15,36.53908,-121.935,53,9,3
"Carmel River",16,9,2013,"16-Sep-13",3,"bat star",50,11,36.53908,-121.935,51.5,9,8
"Carmel River",16,9,2013,"16-Sep-13",4,"bat star",32,30,36.53908,-121.935,39,9,6
"Carmel River",16,9,2013,"16-Sep-13",5,"bat star",50,6,36.53908,-121.935,44.5,9,3
"Carmel River",16,9,2013,"16-Sep-13",6,"bat star",50,18,36.53908,-121.935,48.5,9,8
"Casino Point",13,7,2013,"13-Jul-13",1,"bat star",0,30,33.34917,-118.325,43,18,4
"Casino Point",13,7,2013,"13-Jul-13",2,"bat star",0,30,33.34917,-118.325,48,18,9
"Casino Point",13,7,2013,"13-Jul-13",3,"bat star",0,30,33.34917,-118.325,45,18,4.5
"Casino Point",13,7,2013,"13-Jul-13",4,"bat star",0,30,33.34917,-118.325,21.5,18,12
"Casino Point",13,7,2013,"13-Jul-13",5,"bat star",0,30,33.34917,-118.325,22.5,18,7.5
"Casino Point",13,7,2013,"13-Jul-13",6,"bat star",0,30,33.34917,-118.325,24,18,4.5
"Casino Point",16,11,2013,"16-Nov-13",1,"bat star",0,30,33.34917,-118.325,46,17,13.4
"Casino Point",16,11,2013,"16-Nov-13",2,"bat star",0,30,33.34917,-118.325,48,17,9
"Casino Point",16,11,2013,"16-Nov-13",3,"bat star",0,30,33.34917,-118.325,45.5,17,8.2
"Casino Point",16,11,2013,"16-Nov-13",4,"bat star",0,30,33.34917,-118.325,25.5,17,10
"Casino Point",16,11,2013,"16-Nov-13",5,"bat star",0,30,33.34917,-118.325,25.5,17,12
"Casino Point",16,11,2013,"16-Nov-13",6,"bat star",0,30,33.34917,-118.325,27,17,8.5
"Cathedral Cove",6,11,2013,"6-Nov-13",1,"bat star",0,30,34.0165,-119.368,25.5,14,12
"Cathedral Cove",6,11,2013,"6-Nov-13",2,"bat star",0,30,34.0165,-119.368,27.5,14,12
"Cathedral Cove",6,11,2013,"6-Nov-13",3,"bat star",0,30,34.0165,-119.368,25,14,10
"Cathedral Cove",6,11,2013,"6-Nov-13",4,"bat star",0,30,34.0165,-119.368,21,14,10
"Cathedral Cove",6,11,2013,"6-Nov-13",5,"bat star",0,30,34.0165,-119.368,21.5,14,8.5
"Cathedral Cove",6,11,2013,"6-Nov-13",6,"bat star",0,30,34.0165,-119.368,22.5,14,8.5
"Cathedral Wall",23,10,2013,"23-Oct-13",1,"bat star",0,30,34.01575,-119.371,25,17,8
"Cathedral Wall",23,10,2013,"23-Oct-13",2,"bat star",0,30,34.01575,-119.371,23.5,17,7
"Cathedral Wall",23,10,2013,"23-Oct-13",3,"bat star",0,30,34.01575,-119.371,20.5,17,7
"Cathedral Wall",23,10,2013,"23-Oct-13",4,"bat star",0,30,34.01575,-119.371,17.5,17,8
"Cathedral Wall",23,10,2013,"23-Oct-13",5,"bat star",0,30,34.01575,-119.371,12.5,17,3.2
"Cathedral Wall",23,10,2013,"23-Oct-13",6,"bat star",0,30,34.01575,-119.371,14,17,3.2
"Christmas Tree Cove",15,6,2013,"15-Jun-13",1,"bat star",50,16,33.7604,-118.421,43,13,6.2
"Christmas Tree Cove",15,6,2013,"15-Jun-13",2,"bat star",19,30,33.7604,-118.421,34,13,4.2
"Christmas Tree Cove",15,6,2013,"15-Jun-13",3,"bat star",50,8,33.7604,-118.421,40,13,6
"Christmas Tree Cove",15,6,2013,"15-Jun-13",4,"bat star",50,16,33.7604,-118.421,NA,13,6
"Christmas Tree Cove",15,6,2013,"15-Jun-13",5,"bat star",40,30,33.7604,-118.421,31,13,4.1
"Christmas Tree Cove",15,6,2013,"15-Jun-13",6,"bat star",42,30,33.7604,-118.421,28.5,13,4.3
"Coral St Lucus Pt",5,10,2013,"5-Oct-13",1,"bat star",64,14,36.63777,-121.923,28,11,3
"Coral St Lucus Pt",5,10,2013,"5-Oct-13",2,"bat star",54,19,36.63777,-121.923,31.5,11,4
"Coral St Lucus Pt",5,10,2013,"5-Oct-13",3,"bat star",50,15,36.63777,-121.923,30.5,11,4
"Coral St Lucus Pt",5,10,2013,"5-Oct-13",4,"bat star",50,20,36.63777,-121.923,20,11,3
"Coral St Lucus Pt",5,10,2013,"5-Oct-13",5,"bat star",50,13,36.63777,-121.923,19.5,11,3
"Coral St Lucus Pt",5,10,2013,"5-Oct-13",6,"bat star",43,30,36.63777,-121.923,18,11,3.5
"Coral St Lucus Pt",18,7,2013,"18-Jul-13",1,"bat star",50,11,36.63777,-121.923,27.5,10,4
"Coral St Lucus Pt",18,7,2013,"18-Jul-13",2,"bat star",50,12,36.63777,-121.923,25.5,10,2.5
"Coral St Lucus Pt",18,7,2013,"18-Jul-13",3,"bat star",50,9,36.63777,-121.923,28.5,10,2.75
"Coral St Lucus Pt",18,7,2013,"18-Jul-13",4,"bat star",50,11,36.63777,-121.923,25,10,4
"Coral St Lucus Pt",18,7,2013,"18-Jul-13",5,"bat star",50,10,36.63777,-121.923,20,10,8
"Coral St Lucus Pt",18,7,2013,"18-Jul-13",6,"bat star",50,26,36.63777,-121.923,23.5,10,4
"Divers Cove",24,8,2013,"24-Aug-13",1,"bat star",0,30,33.54317,-117.797,22,17,5
"Divers Cove",24,8,2013,"24-Aug-13",2,"bat star",0,30,33.54317,-117.797,21,17,2
"Divers Cove",24,8,2013,"24-Aug-13",3,"bat star",0,30,33.54317,-117.797,25,17,3
"Divers Cove",24,8,2013,"24-Aug-13",4,"bat star",0,30,33.54317,-117.797,24.5,17,5
"Divers Cove",24,8,2013,"24-Aug-13",5,"bat star",0,30,33.54317,-117.797,24,17,3.7
"Divers Cove",24,8,2013,"24-Aug-13",6,"bat star",0,30,33.54317,-117.797,23.5,17,3.7
"Ft Ross",21,9,2013,"21-Sep-13",1,"bat star",65,30,38.5106,-123.245,29.5,11,2.3
"Ft Ross",21,9,2013,"21-Sep-13",2,"bat star",50,11,38.5106,-123.245,25.5,11,2
"Ft Ross",21,9,2013,"21-Sep-13",3,"bat star",50,20,38.5106,-123.245,34,11,2.5
"Ft Ross",21,9,2013,"21-Sep-13",4,"bat star",50,8,38.5106,-123.245,22.5,11,2.4
"Ft Ross",21,9,2013,"21-Sep-13",5,"bat star",50,8,38.5106,-123.245,26.5,11,2
"Ft Ross",21,9,2013,"21-Sep-13",6,"bat star",50,18,38.5106,-123.245,24,11,2.5
"Gerstle Cove",5,10,2013,"5-Oct-13",1,"bat star",22,30,38.56646,-123.33,9,11,3
"Gerstle Cove",5,10,2013,"5-Oct-13",2,"bat star",50,19,38.56646,-123.33,12,11,3
"Gerstle Cove",5,10,2013,"5-Oct-13",3,"bat star",50,21,38.56646,-123.33,12,11,3
"Gerstle Cove",5,10,2013,"5-Oct-13",4,"bat star",25,30,38.56646,-123.33,5,11,3
"Gerstle Cove",5,10,2013,"5-Oct-13",5,"bat star",50,22,38.56646,-123.33,9,11,3
"Gerstle Cove",5,10,2013,"5-Oct-13",6,"bat star",50,5,38.56646,-123.33,12,11,3
"Goldfish Bowl",23,10,2013,"23-Oct-13",1,"bat star",5,30,34.01473,-119.438,42.5,17,13
"Goldfish Bowl",23,10,2013,"23-Oct-13",2,"bat star",0,30,34.01473,-119.438,26,17,11.6
"Goldfish Bowl",23,10,2013,"23-Oct-13",3,"bat star",0,30,34.01473,-119.438,33,17,11.6
"Goldfish Bowl",23,10,2013,"23-Oct-13",4,"bat star",8,30,34.01473,-119.438,27.5,17,13
"Goldfish Bowl",23,10,2013,"23-Oct-13",5,"bat star",1,30,34.01473,-119.438,26,17,13
"Goldfish Bowl",23,10,2013,"23-Oct-13",6,"bat star",0,30,34.01473,-119.438,19,17,13
"120 Reef",14,6,2014,"14-Jun-14",1,"bat star",24,30,33.73792,-118.392,34.5,15,3.1
"120 Reef",14,6,2014,"14-Jun-14",2,"bat star",28,30,33.73792,-118.392,39,15,3.8
"120 Reef",14,6,2014,"14-Jun-14",3,"bat star",21,30,33.73792,-118.392,34,15,4.2
"120 Reef",14,6,2014,"14-Jun-14",4,"bat star",17,30,33.73792,-118.392,30,15,4.2
"120 Reef",14,6,2014,"14-Jun-14",5,"bat star",12,30,33.73792,-118.392,29,15,4.5
"120 Reef",14,6,2014,"14-Jun-14",6,"bat star",10,30,33.73792,-118.392,27.5,15,3
"Abalone Cove",14,6,2014,"14-Jun-14",1,"bat star",33,30,33.73615,-118.376,31,18,3.2
"Abalone Cove",14,6,2014,"14-Jun-14",2,"bat star",16,30,33.73615,-118.376,35.5,18,3.3
"Abalone Cove",14,6,2014,"14-Jun-14",3,"bat star",31,30,33.73615,-118.376,39.5,18,2.5
"Abalone Cove",14,6,2014,"14-Jun-14",4,"bat star",17,30,33.73615,-118.376,34.5,18,3
"Abalone Cove",14,6,2014,"14-Jun-14",5,"bat star",38,30,33.73615,-118.376,34.5,18,3
"Abalone Cove",14,6,2014,"14-Jun-14",6,"bat star",37,30,33.73615,-118.376,35.5,18,3
"Aquarium",4,7,2014,"4-Jul-14",1,"bat star",25,30,36.61923,-121.899,33,10,3
"Aquarium",4,7,2014,"4-Jul-14",2,"bat star",50,15,36.61923,-121.899,37.5,10,3.8
"Aquarium",4,7,2014,"4-Jul-14",3,"bat star",50,17,36.61923,-121.899,39,10,3.8
"Aquarium",4,7,2014,"4-Jul-14",4,"bat star",29,30,36.61923,-121.899,31.5,10,4
"Aquarium",4,7,2014,"4-Jul-14",5,"bat star",50,20,36.61923,-121.899,32.5,10,3.3
"Aquarium",4,7,2014,"4-Jul-14",6,"bat star",33,30,36.61923,-121.899,30.5,10,3.7
"Breakwater",10,6,2014,"10-Jun-14",1,"bat star",39,30,36.61045,-121.894,24.5,11,2.8
"Breakwater",10,6,2014,"10-Jun-14",2,"bat star",35,30,36.61045,-121.894,25.5,11,4.5
"Breakwater",10,6,2014,"10-Jun-14",3,"bat star",50,11,36.61045,-121.894,19,11,2
"Breakwater",10,6,2014,"10-Jun-14",4,"bat star",18,30,36.61045,-121.894,19,11,4
"Breakwater",10,6,2014,"10-Jun-14",5,"bat star",50,29,36.61045,-121.894,17.5,11,3.6
"Breakwater",10,6,2014,"10-Jun-14",6,"bat star",50,7,36.61045,-121.894,20,11,2
"Breakwater",27,8,2014,"27-Aug-14",1,"bat star",32,30,36.61045,-121.894,23.5,12,4
"Breakwater",27,8,2014,"27-Aug-14",2,"bat star",50,23,36.61045,-121.894,33.5,12,4.1
"Breakwater",27,8,2014,"27-Aug-14",3,"bat star",50,18,36.61045,-121.894,24.5,12,6
"Breakwater",27,8,2014,"27-Aug-14",4,"bat star",39,30,36.61045,-121.894,19,12,5
"Breakwater",27,8,2014,"27-Aug-14",5,"bat star",50,14,36.61045,-121.894,21.5,12,3.2
"Breakwater",27,8,2014,"27-Aug-14",6,"bat star",50,16,36.61045,-121.894,25,12,6
"Broomtail Reef",11,10,2014,"11-Oct-14",1,"bat star",0,30,32.69423,-117.268,42.5,23,10.4
"Broomtail Reef",11,10,2014,"11-Oct-14",2,"bat star",0,30,32.69423,-117.268,41,23,8
"Broomtail Reef",11,10,2014,"11-Oct-14",3,"bat star",0,30,32.69423,-117.268,44,23,10
"Broomtail Reef",11,10,2014,"11-Oct-14",4,"bat star",0,30,32.69423,-117.268,37,23,7
"Broomtail Reef",11,10,2014,"11-Oct-14",5,"bat star",0,30,32.69423,-117.268,36,23,6.5
"Broomtail Reef",11,10,2014,"11-Oct-14",6,"bat star",0,30,32.69423,-117.268,35.5,23,9
"Carmel River",16,9,2014,"16-Sep-14",1,"bat star",50,10,36.53908,-121.935,51.5,13,5
"Carmel River",16,9,2014,"16-Sep-14",2,"bat star",50,23,36.53908,-121.935,44.5,13,5
"Carmel River",16,9,2014,"16-Sep-14",3,"bat star",71,30,36.53908,-121.935,53.5,13,7.6
"Carmel River",16,9,2014,"16-Sep-14",4,"bat star",50,13,36.53908,-121.935,39,13,5.5
"Carmel River",16,9,2014,"16-Sep-14",5,"bat star",50,11,36.53908,-121.935,38.5,13,3.5
